ROUTENAME,Place,Place_KR,Latitude,Longitude
Exclusive Private DMZ Tour & War Memorial Hall or Suspension Bridge(No Shopping), The Third Tunnel, The Third Tunnel,,
Exclusive Private DMZ Tour & War Memorial Hall or Suspension Bridge(No Shopping), Dorasan Station, Dorasan Station,37.8983887,126.7091637
Exclusive Private DMZ Tour & War Memorial Hall or Suspension Bridge(No Shopping), Dora Observatory, Dora Observatory,,
Exclusive Private DMZ Tour & War Memorial Hall or Suspension Bridge(No Shopping), Gamaksan Chulleong Bridge, Gamaksan Chulleong Bridge,,
Exclusive Private DMZ Tour & War Memorial Hall or Suspension Bridge(No Shopping), The War Memorial of Korea, The War Memorial of Korea,37.5359715,126.97729162648763
Exclusive Private DMZ Tour & War Memorial Hall or Suspension Bridge(No Shopping), Paju Premium Outlets, Paju Premium Outlets,,
Fun & Informative Gangneung in Korea Virtual Tour ,Jeongdongjin Beach,Jeongdongjin Beach,37.69765515,129.02536365515854
Fun & Informative Gangneung in Korea Virtual Tour , Haslla Art World, Haslla Art World,,
Fun & Informative Gangneung in Korea Virtual Tour , Hyangho, Hyangho,37.90378,128.78274
Fun & Informative Gangneung in Korea Virtual Tour , Jumunjin Beach, Jumunjin Beach,37.9094238,128.821208
Fun & Informative Gangneung in Korea Virtual Tour , Balwangsan Mountain, Balwangsan Mountain,,
Fun & Informative Gangneung in Korea Virtual Tour , Anmok Beach, Anmok Beach,37.7727565,128.9475829862879
Free style Seoul walking Tour,Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
Free style Seoul walking Tour, National Palace Museum of Korea, National Palace Museum of Korea,37.57656705,126.97496905119706
Free style Seoul walking Tour, Bukchon-ro, Bukchon-ro,36.2168737,126.755356
Free style Seoul walking Tour, Insadong, Insadong,51.0615072,-113.9808664
Free style Seoul walking Tour, Ikseon-dong Hanok Street, Ikseon-dong Hanok Street,,
Private custom tour with a local guide Seoul,Seoul,Seoul,37.5666791,126.9782914
Private custom tour with a local guide Seoul, Seoul, Seoul,37.5666791,126.9782914
Full Day Tour JSA + DMZ from SEOUL,Namdaemun Market,Namdaemun Market,37.55927765,126.97726604119931
Full Day Tour JSA + DMZ from SEOUL, Imjingak Pyeonghoa-Nuri Park, Imjingak Pyeonghoa-Nuri Park,37.89154365,126.74281252151496
Full Day Tour JSA + DMZ from SEOUL, The Third Tunnel, The Third Tunnel,,
Full Day Tour JSA + DMZ from SEOUL, Dora Observatory, Dora Observatory,,
Full Day Tour JSA + DMZ from SEOUL, Panmunjom, Panmunjom,37.9558744,126.6770213
Full Day Tour JSA + DMZ from SEOUL, Namdaemun Market, Namdaemun Market,37.55927765,126.97726604119931
Half day DMZ tour from Camp Humphreys,Imjingak Pyeonghoa-Nuri Park,Imjingak Pyeonghoa-Nuri Park,37.89154365,126.74281252151496
Half day DMZ tour from Camp Humphreys, The Third Tunnel, The Third Tunnel,,
Half day DMZ tour from Camp Humphreys, Dora Observatory, Dora Observatory,,
Half day DMZ tour from Camp Humphreys, 통일촌삼거리, 통일촌삼거리,37.9023125,126.7341234
Half day DMZ tour from Camp Humphreys, Gamaksan Chulleong Bridge, Gamaksan Chulleong Bridge,,
Hipster Seoul: West Side Food Tour,Mangwon Market,Mangwon Market,37.5571726,126.9058228
Small Group Private Tour from Seoul to Nami Island/ Mount Seorak with tour guide,Nami Island,Nami Island,7.2838602,171.6425421
Small Group Private Tour from Seoul to Nami Island/ Mount Seorak with tour guide, Petite France, Petite France,48.8344118,-64.4802594
Small Group Private Tour from Seoul to Nami Island/ Mount Seorak with tour guide, The Garden of Morning Calm, The Garden of Morning Calm,37.741367600000004,127.35204510362773
Small Group Private Tour from Seoul to Nami Island/ Mount Seorak with tour guide, Seoraksan, Seoraksan,38.1669103,128.5172053
Small Group Private Tour from Seoul to Nami Island/ Mount Seorak with tour guide, Naksansa Temple, Naksansa Temple,,
Gangnam - Highlight City Tour in Seoul(including Lunch),Bongeunsa Temple,Bongeunsa Temple,37.5151321,127.05679437279517
Gangnam - Highlight City Tour in Seoul(including Lunch), Starfield COEX Mall, Starfield COEX Mall,,
Gangnam - Highlight City Tour in Seoul(including Lunch), Seolleung & Jeongneung Royal Tomb, Seolleung & Jeongneung Royal Tomb,37.5070139,127.0519349
Gangnam - Highlight City Tour in Seoul(including Lunch), Gangnam Underground Shopping area, Gangnam Underground Shopping area,,
Gangnam - Highlight City Tour in Seoul(including Lunch), Kwangjang Market, Kwangjang Market,,
Hwaseong Fortress and Korean Folk Village Tour from Seoul,Hwaseong Fortress,Hwaseong Fortress,37.2876277,126.9964957
Hwaseong Fortress and Korean Folk Village Tour from Seoul, Korean Folk Village, Korean Folk Village,37.2594792,127.12104227415816
1.Ultimate DMZ & JSA: Private Tour along North Korea Spy Commando Invasion Route,The War Memorial of Korea,The War Memorial of Korea,37.5359715,126.97729162648763
1.Ultimate DMZ & JSA: Private Tour along North Korea Spy Commando Invasion Route, Panmunjom, Panmunjom,37.9558744,126.6770213
1.Ultimate DMZ & JSA: Private Tour along North Korea Spy Commando Invasion Route, DMZ Spy Tour - Day Tours, DMZ Spy Tour - Day Tours,,
Busan Night Tour Including Night Food Market Visit,Bupyeong Kkangtong Market,Bupyeong Kkangtong Market,35.1013814,129.0257392
Busan Night Tour Including Night Food Market Visit, Hwangnyeongsan Mountain, Hwangnyeongsan Mountain,,
Busan Night Tour Including Night Food Market Visit, Busan Cinema Centre, Busan Cinema Centre,,
Day Trip to Nami Island and Railbike Tour from Seoul,Nami Island,Nami Island,7.2838602,171.6425421
Day Trip to Nami Island and Railbike Tour from Seoul, Gangchon Rail Park, Gangchon Rail Park,37.816811,127.7132154
Full-Day Culinary Tour of Seoul Including Noryangjin Fish Market and Korean BBQ Dinner,Noryangjin Fisheries Wholesale Market,Noryangjin Fisheries Wholesale Market,37.51471635,126.93773670415054
Full-Day Culinary Tour of Seoul Including Noryangjin Fish Market and Korean BBQ Dinner, Sanmotunggi Coffee, Sanmotunggi Coffee,,
Full-Day Culinary Tour of Seoul Including Noryangjin Fish Market and Korean BBQ Dinner, Ikseon-dong Hanok Street, Ikseon-dong Hanok Street,,
Full-Day Culinary Tour of Seoul Including Noryangjin Fish Market and Korean BBQ Dinner, Kwangjang Market, Kwangjang Market,,
Full-Day Culinary Tour of Seoul Including Noryangjin Fish Market and Korean BBQ Dinner, Dongdaemun Shopping Complex, Dongdaemun Shopping Complex,37.5703916,127.00770669845969
Full-Day Culinary Tour of Seoul Including Noryangjin Fish Market and Korean BBQ Dinner, Majang Meat Market, Majang Meat Market,37.5695827,127.03992524875352
Private Full Day Tour to Korean Folk Village and Hwaseong Fortress,Hwaseong Fortress,Hwaseong Fortress,37.2876277,126.9964957
Private Full Day Tour to Korean Folk Village and Hwaseong Fortress, Korean Folk Village, Korean Folk Village,37.2594792,127.12104227415816
Ancient Seoul Bicycle food tour: Taste of Seoul!,Tourist Information Center of Korea Tourism Organization,Tourist Information Center of Korea Tourism Organization,,
Ancient Seoul Bicycle food tour: Taste of Seoul!, Gwanghwamun Gate, Gwanghwamun Gate,37.5759183,126.9768292702487
Ancient Seoul Bicycle food tour: Taste of Seoul!, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668091517912
Ancient Seoul Bicycle food tour: Taste of Seoul!, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Ancient Seoul Bicycle food tour: Taste of Seoul!, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Ancient Seoul Bicycle food tour: Taste of Seoul!, Cheonggyecheon Stream, Cheonggyecheon Stream,37.5683708,126.9930783
Ancient Seoul Bicycle food tour: Taste of Seoul!, Ikseon-dong Hanok Street, Ikseon-dong Hanok Street,,
"Day tour for Foodies : Nami Island, Petit France and the garden of morning calm",Nami Island,Nami Island,7.2838602,171.6425421
"Day tour for Foodies : Nami Island, Petit France and the garden of morning calm", Petite France, Petite France,48.8344118,-64.4802594
"Day tour for Foodies : Nami Island, Petit France and the garden of morning calm", The Garden of Morning Calm, The Garden of Morning Calm,37.741367600000004,127.35204510362773
Private Seoul City Tour (half day),Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
Private Seoul City Tour (half day), Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Private Seoul City Tour (half day), Namdaemun Market, Namdaemun Market,37.55927765,126.97726604119931
Private Seoul City Tour (half day), Insadong, Insadong,51.0615072,-113.9808664
Morning Seoul Highlights Segway Tour,Gwanghwamun Square,Gwanghwamun Square,37.572834,126.97661182482987
Morning Seoul Highlights Segway Tour, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668091517912
Morning Seoul Highlights Segway Tour, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Morning Seoul Highlights Segway Tour, Insadong, Insadong,51.0615072,-113.9808664
Morning Seoul Highlights Segway Tour, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Morning Seoul Highlights Segway Tour, Tongin Market, Tongin Market,37.580755249999996,126.96999630272558
9-Hour Private Car Charter Tour in Busan,Busan Tourist Information Center,Busan Tourist Information Center,35.0978873,129.0321536
9-Hour Private Car Charter Tour in Busan, Haeundae Beach, Haeundae Beach,35.1575188,129.15690294764102
9-Hour Private Car Charter Tour in Busan, Gwangalli Beach, Gwangalli Beach,35.150887850000004,129.11665477440525
9-Hour Private Car Charter Tour in Busan, Seomyeon Underground Shopping Center, Seomyeon Underground Shopping Center,,
Cheonggyecheon Bicycle Tour: Twilight in Seoul,Tourist Information Center of Korea Tourism Organization,Tourist Information Center of Korea Tourism Organization,,
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Cheonggyecheon Stream, Cheonggyecheon Stream,,
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Sewoon Arcade (Makercity Sewoon), Sewoon Arcade (Makercity Sewoon),,
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Dongdaemun Design Plaza (DDP), Dongdaemun Design Plaza (DDP),,
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Dongdaemun Gate (Heunginjimun), Dongdaemun Gate (Heunginjimun),37.57111225,127.0096062740327
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Kwangjang Market, Kwangjang Market,,
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Gwanghwamun Gate, Gwanghwamun Gate,37.5759183,126.9768292702487
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Cheonggyecheon Bicycle Tour: Twilight in Seoul, The Blue House (Cheong Wa Dae), The Blue House (Cheong Wa Dae),,
Cheonggyecheon Bicycle Tour: Twilight in Seoul, Kwangjang Market, Kwangjang Market,,
Gangnam District Tour in Seoul Including COEX Aquarium and Han River Cruise,Seoul,Seoul,37.5666791,126.9782914
Gangnam District Tour in Seoul Including COEX Aquarium and Han River Cruise, Coex Aquarium, Coex Aquarium,37.5131846,127.0586092
Gangnam District Tour in Seoul Including COEX Aquarium and Han River Cruise, Hangang Park, Hangang Park,37.56644585,126.87696953853192
Gangnam District Tour in Seoul Including COEX Aquarium and Han River Cruise, Bongeunsa Temple, Bongeunsa Temple,37.5151321,127.05679437279517
Gangnam District Tour in Seoul Including COEX Aquarium and Han River Cruise, Seoul, Seoul,37.5666791,126.9782914
Essential Gangnam Tour (Incl. Dinner)-Hot Place of Seoul,Bongeunsa Temple,Bongeunsa Temple,37.5151321,127.05679437279517
Essential Gangnam Tour (Incl. Dinner)-Hot Place of Seoul, Starfield COEX Mall, Starfield COEX Mall,,
Essential Gangnam Tour (Incl. Dinner)-Hot Place of Seoul, Seolleung & Jeongneung Royal Tomb, Seolleung & Jeongneung Royal Tomb,37.5070139,127.0519349
Essential Gangnam Tour (Incl. Dinner)-Hot Place of Seoul, Gangnam Underground Shopping area, Gangnam Underground Shopping area,,
Essential Gangnam Tour (Incl. Dinner)-Hot Place of Seoul, Kwangjang Market, Kwangjang Market,,
 Vivaldi Park Ski World One Day Tour,Vivaldi Park Ski World,Vivaldi Park Ski World,37.645200700000004,127.68207972524188
 Vivaldi Park Ski World One Day Tour, Vivaldi Park Ski World, Vivaldi Park Ski World,37.645200700000004,127.68207972524188
Fun-filled Day at Bears Town Ski Resort,베어스타운 스키 리조트(Bears Town Ski Resort),베어스타운 스키 리조트(Bears Town Ski Resort),,
Fun-filled Day at Bears Town Ski Resort, 베어스타운 스키 리조트(Bears Town Ski Resort), 베어스타운 스키 리조트(Bears Town Ski Resort),,
Seoul Symbolic Afternoon Tour Including Changdeokgung Palace,Changdeokgung Palace,Changdeokgung Palace,37.58238725,126.99170133955116
Seoul Symbolic Afternoon Tour Including Changdeokgung Palace, Namdaemun Market, Namdaemun Market,37.55927765,126.97726604119931
Seoul Symbolic Afternoon Tour Including Changdeokgung Palace, N Seoul Tower, N Seoul Tower,37.55127,126.9882805
Seoul Symbolic Afternoon Tour Including Changdeokgung Palace, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
BTS Tour with optional 1 day Dance Class,Hwarangdae Station - Closed Station,Hwarangdae Station - Closed Station,,
BTS Tour with optional 1 day Dance Class, Seoul Forest, Seoul Forest,37.5435916,127.0447397
BTS Tour with optional 1 day Dance Class, Big Hit Entertainment, Big Hit Entertainment,37.513178,127.0322375
BTS Tour with optional 1 day Dance Class, Dosan-daero 28-gil, Dosan-daero 28-gil,37.5187299,127.0280433
BTS Tour with optional 1 day Dance Class, Line Friends Hongdae Flagship Store, Line Friends Hongdae Flagship Store,,
DMZ &3rd Tunnel Experience - EG Tour Bus A Course,Hongik University Street,Hongik University Street,37.55035515,126.9254432849533
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, Imjingak Pyeonghoa-Nuri Park, Imjingak Pyeonghoa-Nuri Park,37.89154365,126.74281252151496
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, DMZ, DMZ,50.05126,-110.766697
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, Dora Observatory, Dora Observatory,,
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, The Third Tunnel, The Third Tunnel,,
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, Paju Premium Outlets, Paju Premium Outlets,,
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, Paju Provence Village, Paju Provence Village,,
DMZ &3rd Tunnel Experience - EG Tour Bus A Course, Hongik University Street, Hongik University Street,37.55035515,126.9254432849533
Korean Folk Village Afternoon Half day Tour ,Korean Folk Village,Korean Folk Village,37.2594792,127.12104227415816
JSA Tour,Imjingak Pyeonghoa-Nuri Park,Imjingak Pyeonghoa-Nuri Park,37.89154365,126.74281252151496
JSA Tour, DMZ, DMZ,50.05126,-110.766697
JSA Tour, The Third Tunnel, The Third Tunnel,,
JSA Tour, Panmunjom, Panmunjom,37.9558744,126.6770213
Seoul Layover Tour with a Local: 100% Personalized & Private,Dongdaemun Design Plaza (DDP),Dongdaemun Design Plaza (DDP),37.56706855,127.00989898565089
[Small Group]4-Hour Leisure Night and Street Food Tasting Tour in Seoul,Dongdaemun Market,Dongdaemun Market,37.5683448,127.0087619
[Small Group]4-Hour Leisure Night and Street Food Tasting Tour in Seoul, Deoksugung, Deoksugung,37.5661353,126.97497330895742
[Small Group]4-Hour Leisure Night and Street Food Tasting Tour in Seoul, Kwangjang Market, Kwangjang Market,,
Han River Evening Cruise and Gwangjang Night Market Tour,63 City,63 City,37.51984955,126.94025163994804
Han River Evening Cruise and Gwangjang Night Market Tour, Yeouido Hangang Park, Yeouido Hangang Park,37.52601905,126.93565979505019
Han River Evening Cruise and Gwangjang Night Market Tour, Kwangjang Market, Kwangjang Market,,
Full Day Customizable Private Nami Island Tour with Photographer tour guide,Petite France,Petite France,48.8344118,-64.4802594
Full Day Customizable Private Nami Island Tour with Photographer tour guide, Nami Island, Nami Island,7.2838602,171.6425421
Full Day Customizable Private Nami Island Tour with Photographer tour guide, The Garden of Morning Calm, The Garden of Morning Calm,37.741367600000004,127.35204510362773
Full Day Customizable Private Nami Island Tour with Photographer tour guide, Petite France, Petite France,48.8344118,-64.4802594
Full Day Customizable Private Nami Island Tour with Photographer tour guide, Nami Island, Nami Island,7.2838602,171.6425421
Full Day Customizable Private Nami Island Tour with Photographer tour guide, The Garden of Morning Calm, The Garden of Morning Calm,37.741367600000004,127.35204510362773
Central Busan Tour : Back to the Chosun Dynasty era (Starts 10:00),Beomeosa Sungbo Museum,Beomeosa Sungbo Museum,,
Central Busan Tour : Back to the Chosun Dynasty era (Starts 10:00), Geumjung Mt. fortress, Geumjung Mt. fortress,,
Central Busan Tour : Back to the Chosun Dynasty era (Starts 10:00), Bugjangdae, Bugjangdae,35.209940599999996,129.09242
